AIRLINE,NUMBER,LEG,EQTYPE,FROM,DTIME,TO,ATIME,DISTANCE,HISTORIC,PURGE
AF,1,1,Concorde,JFK,8:15,CDG,12:00,3628,TRUE,FALSE
AF,2,1,Concorde,CDG,5:00,JFK,8:45,3628,TRUE,FALSE
AF,3,1,Concorde,JFK,13:00,CDG,16:45,3628,TRUE,FALSE
AF,4,1,Concorde,CDG,10:00,JFK,13:45,3628,TRUE,FALSE
AF,5,1,Concorde,IAD,11:45,CDG,16:45,3855,TRUE,FALSE
AF,6,1,Concorde,CDG,10:00,IAD,15:20,3855,TRUE,FALSE
AF,8,1,Concorde,CDG,6:40,DKR,9:57,2628,TRUE,FALSE
AF,8,2,Concorde,DKR,11:45,GIG,16:06,3128,TRUE,FALSE
AF,9,1,Concorde,GIG,7:15,DKR,11:15,3128,TRUE,FALSE
AF,9,2,Concorde,DKR,12:50,CDG,16:05,2628,TRUE,FALSE
AF,10,1,A330,CDG,10:10,JFK,18:25,3628,FALSE,FALSE
AF,11,1,A330,JFK,21:05,CDG,4:00,3628,FALSE,FALSE
AF,14,1,A340,CDG,4:20,EWR,12:45,3643,FALSE,FALSE
AF,15,1,A340,EWR,17:25,CDG,0:30,3643,FALSE,FALSE
AF,16,1,B777-200,CDG,7:15,JFK,15:20,3628,FALSE,FALSE
AF,17,1,B777-200,JFK,20:50,CDG,2:50,3628,FALSE,FALSE
AF,18,1,B777-200,CDG,12:50,JFK,21:05,3628,FALSE,FALSE
AF,19,1,B777-200,JFK,23:00,CDG,6:55,3628,FALSE,FALSE
AF,22,1,A330,CDG,2:25,JFK,10:40,3628,FALSE,FALSE
AF,23,1,A330,JFK,17:05,CDG,0:00,3628,FALSE,FALSE
AF,26,1,B777-200,CDG,10:20,IAD,19:55,3855,FALSE,FALSE
AF,27,1,B777-200,IAD,22:35,CDG,6:50,3855,FALSE,FALSE
AF,28,1,B777-200,CDG,4:30,IAD,13:05,3855,FALSE,FALSE
AF,33,1,B777-200,IAH,17:30,CDG,2:45,5020,FALSE,FALSE
AF,36,1,B777-200,CDG,4:15,IAH,15:05,5020,FALSE,FALSE
AF,39,1,B777-200,IAD,17:15,CDG,0:30,3855,FALSE,FALSE
AF,50,1,A330,CDG,7:15,ORD,16:30,4145,FALSE,FALSE
AF,51,1,A330,ORD,18:40,CDG,2:50,4145,FALSE,FALSE
AF,62,1,B747-400,CDG,4:15,LAX,15:45,5661,FALSE,FALSE
AF,65,1,B747-400,LAX,18:30,CDG,5:05,5661,FALSE,FALSE
AF,70,1,B747-400,CDG,13:55,LAX,0:25,5661,FALSE,FALSE
AF,70,2,B747-400,LAX,3:55,PPT,13:10,4112,FALSE,FALSE
AF,71,1,B747-400,PPT,16:35,LAX,22:30,4112,FALSE,FALSE
AF,71,2,B747-400,LAX,1:55,CDG,11:30,5661,FALSE,FALSE
AF,83,1,A340,SFO,18:45,CDG,5:35,5574,FALSE,FALSE
AF,84,1,A340,CDG,4:20,SFO,16:00,5574,FALSE,FALSE
AF,90,1,A340,CDG,4:40,MIA,15:55,4585,FALSE,FALSE
AF,91,1,A340,MIA,23:40,CDG,8:15,4585,FALSE,FALSE
AF,94,1,A340,CDG,10:40,MIA,21:55,4585,FALSE,FALSE
AF,95,1,A340,MIA,17:25,CDG,2:00,4585,FALSE,FALSE
AF,106,1,A330,CDG,7:30,CAN,19:20,5892,FALSE,FALSE
AF,107,1,A330,CAN,22:05,CDG,11:30,5892,FALSE,FALSE
AF,112,1,B777-200,CDG,17:20,PVG,4:25,5763,FALSE,FALSE
AF,114,1,A340,CDG,8:00,PVG,19:50,5763,FALSE,FALSE
AF,115,1,A340,PVG,10:45,CDG,23:30,5763,FALSE,FALSE
AF,117,1,B777-200,PVG,11:55,CDG,23:30,5763,FALSE,FALSE
AF,128,1,B777-300,CDG,10:55,PEK,19:40,5093,FALSE,FALSE
AF,129,1,B777-300,PEK,22:55,CDG,8:35,5093,FALSE,FALSE
AF,134,1,A340,CDG,4:20,BOM,13:00,4350,FALSE,FALSE
AF,135,1,A340,BOM,16:10,CDG,2:00,4350,FALSE,FALSE
AF,147,1,B747-400,DEL,14:50,CDG,0:50,4083,FALSE,FALSE
AF,148,1,B747-400,CDG,4:25,DEL,12:30,4083,FALSE,FALSE
AF,152,1,A340,CDG,7:30,HAN,18:40,5696,FALSE,FALSE
AF,159,1,A340,HAN,22:00,CDG,11:10,5696,FALSE,FALSE
AF,161,1,A340,BKK,11:30,CDG,0:15,5858,FALSE,FALSE
AF,166,1,A340,CDG,17:25,BKK,4:35,5858,FALSE,FALSE
AF,167,1,B777-200,HAN,12:50,CDG,0:45,5696,FALSE,FALSE
AF,168,1,B777-200,CDG,8:00,HAN,19:10,5696,FALSE,FALSE
AF,173,1,A340,SGN,21:40,CDG,11:10,6285,FALSE,FALSE
AF,175,1,B777-200,SGN,11:35,CDG,0:45,6285,FALSE,FALSE
AF,176,1,B777-200,CDG,8:00,SGN,20:50,6285,FALSE,FALSE
AF,178,1,A340,CDG,7:30,SGN,19:20,6285,FALSE,FALSE
AF,185,1,B777-200,HKG,10:35,CDG,0:00,5965,FALSE,FALSE
AF,188,1,B777-200,CDG,17:15,HKG,5:10,5965,FALSE,FALSE
AF,226,1,A319,CDG,10:20,TAS,17:05,3193,FALSE,FALSE
AF,233,1,A319,TAS,16:40,CDG,0:00,3193,FALSE,FALSE
AF,256,1,B777-300,CDG,17:15,SIN,5:40,6670,FALSE,FALSE
AF,257,1,B777-300,SIN,10:30,CDG,0:15,6670,FALSE,FALSE
AF,264,1,B777-200,CDG,7:15,ICN,18:10,5552,FALSE,FALSE
AF,267,1,B777-200,ICN,20:25,CDG,8:40,5552,FALSE,FALSE
AF,272,1,B777-200,CDG,4:30,NRT,16:25,6039,FALSE,FALSE
AF,275,1,B777-200,NRT,22:45,CDG,11:25,6039,FALSE,FALSE
AF,276,1,B777-200,CDG,7:20,NRT,19:15,6039,FALSE,FALSE
AF,277,1,B777-300,NRT,8:55,CDG,22:35,6039,FALSE,FALSE
AF,278,1,B777-300,CDG,17:15,NRT,5:00,6039,FALSE,FALSE
AF,279,1,B777-200,NRT,19:35,CDG,8:15,6039,FALSE,FALSE
AF,291,1,B777-200,KIX,22:35,CDG,11:20,5987,FALSE,FALSE
AF,292,1,B777-200,CDG,7:30,KIX,19:15,5987,FALSE,FALSE
AF,301,1,A340,ATL,16:15,CDG,0:30,4388,FALSE,FALSE
AF,304,1,B777-200,CDG,10:55,ATL,19:35,4388,FALSE,FALSE
AF,307,1,B777-200,ATL,21:40,CDG,6:50,4388,FALSE,FALSE
AF,316,1,A340,CDG,4:15,ATL,14:10,4388,FALSE,FALSE
AF,321,1,A340,BOS,20:10,CDG,2:50,3442,FALSE,FALSE
AF,322,1,A340,CDG,10:55,BOS,18:55,3442,FALSE,FALSE
AF,332,1,A330,CDG,7:15,BOS,15:10,3442,FALSE,FALSE
AF,337,1,A330,BOS,17:35,CDG,0:20,3442,FALSE,FALSE
AF,344,1,A340,CDG,7:15,YUL,15:00,3436,FALSE,FALSE
AF,345,1,A340,YUL,17:30,CDG,0:20,3436,FALSE,FALSE
AF,346,1,B747-400,CDG,10:00,YUL,17:45,3436,FALSE,FALSE
AF,347,1,B747-400,YUL,20:05,CDG,2:45,3436,FALSE,FALSE
AF,358,1,A340,CDG,7:15,YYZ,15:40,3744,FALSE,FALSE
AF,359,1,A340,YYZ,19:15,CDG,2:35,3744,FALSE,FALSE
AF,365,1,A330,PHL,19:20,CDG,2:25,3722,FALSE,FALSE
AF,366,1,A330,CDG,7:20,PHL,16:55,3722,FALSE,FALSE
AF,416,1,B777-200,CDG,17:15,EZE,7:55,6904,FALSE,FALSE
AF,416,2,B777-200,EZE,8:15,SCL,10:25,708,FALSE,FALSE
AF,417,1,B777-200,SCL,12:50,EZE,14:40,708,FALSE,FALSE
AF,417,2,B777-200,EZE,16:05,CDG,5:05,6904,FALSE,FALSE
AF,422,1,A340,CDG,4:50,BOG,16:05,5377,FALSE,FALSE
AF,423,1,A340,BOG,18:40,CDG,5:10,5377,FALSE,FALSE
AF,438,1,B747-400,CDG,7:45,MEX,19:45,5721,FALSE,FALSE
AF,439,1,B747-400,MEX,22:30,CDG,8:40,5721,FALSE,FALSE
AF,441,1,B747-400,GIG,15:50,CDG,2:25,5712,FALSE,FALSE
AF,442,1,B747-400,CDG,17:20,GIG,4:45,5712,FALSE,FALSE
AF,454,1,B777-200,CDG,17:15,GRU,5:00,5849,FALSE,FALSE
AF,455,1,B777-200,GRU,15:35,CDG,2:35,5849,FALSE,FALSE
AF,460,1,A340,CDG,4:45,CCS,15:50,4747,FALSE,FALSE
AF,461,1,A340,CCS,17:05,CDG,2:20,4747,FALSE,FALSE
AF,474,1,B747-400,CDG,7:30,HAV,18:40,4817,FALSE,FALSE
AF,479,1,B747-400,HAV,21:20,CDG,5:05,4817,FALSE,FALSE
AF,490,1,B747-400,CDG,8:50,PUJ,18:10,4403,FALSE,FALSE
AF,491,1,B747-400,PUJ,21:20,CDG,4:45,4403,FALSE,FALSE
AF,495,1,B747-400,SDQ,21:15,CDG,4:45,4469,FALSE,FALSE
AF,496,1,B747-400,CDG,8:50,SDQ,18:10,4469,FALSE,FALSE
AF,503,1,B777-200,CAI,0:15,CDG,5:10,1997,FALSE,FALSE
AF,508,1,B777-200,CDG,7:45,CAI,12:10,1997,FALSE,FALSE
AF,510,1,A320,CDG,7:20,DAM,12:00,2045,FALSE,FALSE
AF,511,1,A320,DAM,0:20,CDG,5:25,2045,FALSE,FALSE
AF,521,1,A340,JED,15:30,CAI,17:55,757,FALSE,FALSE
AF,521,2,A340,CAI,19:20,CDG,0:15,1997,FALSE,FALSE
AF,524,1,A340,CDG,4:15,CAI,8:40,1997,FALSE,FALSE
AF,524,2,A340,CAI,9:55,JED,12:10,757,FALSE,FALSE
AF,551,1,A330,THR,17:55,CDG,0:50,2605,FALSE,FALSE
AF,554,1,A330,CDG,7:30,THR,12:50,2605,FALSE,FALSE
AF,568,1,A330,CDG,7:40,BEY,12:00,1983,FALSE,FALSE
AF,569,1,A330,BEY,1:05,CDG,5:45,1983,FALSE,FALSE
AF,572,1,A330,CDG,17:15,JIB,0:10,3478,FALSE,FALSE
AF,573,1,A330,JIB,16:55,CDG,23:45,3478,FALSE,FALSE
AF,576,1,A319,CDG,5:00,DOH,11:20,3089,FALSE,FALSE
AF,577,1,A319,DOH,0:30,CDG,8:55,3089,FALSE,FALSE
AF,582,1,A320,CDG,7:20,AMM,11:05,2091,FALSE,FALSE
AF,585,1,A320,AMM,23:30,CDG,6:50,2091,FALSE,FALSE
AF,593,1,A319,KWI,18:50,CDG,1:35,2740,FALSE,FALSE
AF,594,1,A319,CDG,4:50,KWI,10:45,2740,FALSE,FALSE
AF,607,1,A340,CAY,16:25,ORY,1:00,4407,FALSE,FALSE
AF,608,1,A340,ORY,4:45,CAY,14:50,4407,FALSE,FALSE
AF,620,1,B747-300,ORY,6:00,PTP,14:30,4199,FALSE,FALSE
AF,621,1,B747-300,PTP,17:05,ORY,1:00,4199,FALSE,FALSE
AF,632,1,B747-400,CDG,4:40,PTP,13:20,4210,FALSE,FALSE
AF,633,1,B747-400,PTP,16:25,CDG,0:25,4210,FALSE,FALSE
AF,652,1,B747-300,ORY,7:30,FDF,16:10,4261,FALSE,FALSE
AF,653,1,B747-300,FDF,18:35,ORY,2:40,4261,FALSE,FALSE
AF,656,1,B747-200,ORY,10:30,FDF,19:10,4261,FALSE,FALSE
AF,657,1,B747-200,FDF,21:40,ORY,5:45,4261,FALSE,FALSE
AF,670,1,B747-400,CDG,4:40,FDF,13:30,4273,FALSE,FALSE
AF,671,1,B747-400,FDF,16:10,CDG,0:10,4273,FALSE,FALSE
AF,679,1,B747-200,RUN,12:45,ORY,0:20,5821,FALSE,FALSE
AF,680,1,B747-200,ORY,14:25,RUN,1:15,5821,FALSE,FALSE
AF,702,1,B777-200,CDG,10:55,ABJ,15:15,3050,FALSE,FALSE
AF,703,1,B777-200,ABJ,17:15,CDG,0:30,3050,FALSE,FALSE
AF,718,1,B777-200,CDG,10:10,DKR,16:55,2628,FALSE,FALSE
AF,719,1,B777-200,DKR,19:55,CDG,0:25,2628,FALSE,FALSE
AF,730,1,A340,CDG,10:20,OUA,16:55,2546,FALSE,FALSE
AF,731,1,A340,NIM,18:35,CDG,0:55,2457,FALSE,FALSE
AF,732,1,A340,CDG,4:50,NIM,10:20,2457,FALSE,FALSE
AF,735,1,A340,OUA,18:40,CDG,0:10,2546,FALSE,FALSE
AF,764,1,A330,CDG,4:50,NKC,10:20,2375,FALSE,FALSE
AF,765,1,A330,NKC,19:55,CDG,0:55,2375,FALSE,FALSE
AF,766,1,A330,CDG,4:50,CKY,11:15,2883,FALSE,FALSE
AF,767,1,A330,CKY,18:55,CDG,0:55,2883,FALSE,FALSE
AF,791,1,A330,BKO,19:55,CDG,0:25,2594,FALSE,FALSE
AF,796,1,A330,CDG,10:10,BKO,15:50,2594,FALSE,FALSE
AF,813,1,A340,COO,18:20,CDG,0:30,2950,FALSE,FALSE
AF,814,1,A340,CDG,10:55,COO,16:20,2950,FALSE,FALSE
AF,815,1,A340,LFW,18:15,CDG,0:30,2964,FALSE,FALSE
AF,816,1,A340,CDG,10:55,LFW,16:15,2964,FALSE,FALSE
AF,824,1,A319,CDG,17:20,PNR,0:15,3765,FALSE,FALSE
AF,827,1,A319,PNR,15:10,CDG,0:00,3765,FALSE,FALSE
AF,854,1,A330,CDG,4:30,LOS,10:50,2935,FALSE,FALSE
AF,855,1,A330,LOS,17:40,CDG,0:00,2935,FALSE,FALSE
AF,870,1,A330,CDG,17:15,PHC,23:40,3054,FALSE,FALSE
AF,875,1,A330,PHC,17:35,CDG,0:00,3054,FALSE,FALSE
AF,881,1,A330,NDJ,17:20,CDG,0:10,2649,FALSE,FALSE
AF,882,1,A330,CDG,10:20,NDJ,15:00,2649,FALSE,FALSE
AF,884,1,A330,BGF,3:05,CDG,10:50,3225,FALSE,FALSE
AF,884,2,A330,CDG,17:20,BGF,1:05,3225,FALSE,FALSE
AF,896,1,A330,CDG,4:50,BZV,11:40,3762,FALSE,FALSE
AF,897,1,A330,BZV,15:15,CDG,0:00,3762,FALSE,FALSE
AF,898,1,A330,CDG,4:50,FIH,12:40,3774,FALSE,FALSE
AF,899,1,A330,FIH,16:05,CDG,0:00,3774,FALSE,FALSE
AF,905,1,A340,TNR,17:20,CDG,4:30,5441,FALSE,FALSE
AF,908,1,A340,CDG,4:15,TNR,15:55,5441,FALSE,FALSE
AF,928,1,B777-200,CDG,17:20,LAD,0:35,4055,FALSE,FALSE
AF,929,1,B777-200,LAD,15:20,CDG,0:25,4055,FALSE,FALSE
AF,940,1,A340,CDG,4:30,DLA,11:10,3141,FALSE,FALSE
AF,941,1,A340,DLA,18:50,CDG,0:25,3141,FALSE,FALSE
AF,943,1,A340,DLA,18:50,CDG,0:25,3141,FALSE,FALSE
AF,946,1,A340,CDG,4:30,DLA,11:10,3141,FALSE,FALSE
AF,952,1,B767-300,CDG,13:30,SEZ,23:05,4883,FALSE,FALSE
AF,959,1,A319,SSG,17:05,CDG,0:00,3151,FALSE,FALSE
AF,962,1,A319,CDG,17:20,SSG,0:15,3151,FALSE,FALSE
AF,963,1,B747-400,MRU,23:45,CDG,11:25,5876,FALSE,FALSE
AF,966,1,B747-400,CDG,10:00,MRU,21:00,5876,FALSE,FALSE
AF,976,1,A330,CDG,17:15,LBV,0:15,3383,FALSE,FALSE
AF,977,1,A330,LBV,17:25,CDG,0:30,3383,FALSE,FALSE
AF,979,1,A330,LBV,4:50,CDG,11:55,3383,FALSE,FALSE
AF,980,1,A340,CDG,13:10,MRU,1:50,5876,FALSE,FALSE
AF,981,1,A340,MRU,13:35,CDG,1:35,5876,FALSE,FALSE
AF,990,1,B747-400,CDG,17:15,JNB,3:45,5434,FALSE,FALSE
AF,995,1,B747-400,JNB,14:00,CDG,0:30,5434,FALSE,FALSE
AF,1000,1,A320,CDG,1:15,MAD,3:20,662,FALSE,FALSE
AF,1001,1,A320,MAD,4:15,CDG,6:25,662,FALSE,FALSE
AF,1006,1,A320,CDG,14:35,DUS,16:50,244,FALSE,FALSE
AF,1007,1,A320,DUS,1:25,CDG,2:40,244,FALSE,FALSE
AF,1018,1,A320,CDG,14:10,FRA,15:35,278,FALSE,FALSE
AF,1019,1,A320,FRA,1:25,CDG,2:45,278,FALSE,FALSE
AF,1024,1,A320,CDG,1:25,LIS,4:00,914,FALSE,FALSE
AF,1025,1,A320,LIS,6:20,CDG,8:50,914,FALSE,FALSE
AF,1029,1,B737-500,BLQ,1:30,CDG,3:15,517,FALSE,FALSE
AF,1030,1,A320,CDG,13:35,AGP,16:05,924,FALSE,FALSE
AF,1031,1,A320,AGP,1:00,CDG,3:30,924,FALSE,FALSE
AF,1036,1,A319,CDG,1:15,OPO,3:30,766,FALSE,FALSE
AF,1037,1,A319,OPO,4:20,CDG,6:30,766,FALSE,FALSE
AF,1042,1,A320,CDG,12:30,GVA,13:40,254,FALSE,FALSE
AF,1043,1,A320,GVA,14:30,CDG,15:40,254,FALSE,FALSE
AF,1046,1,A319,CDG,10:00,WAW,12:15,835,FALSE,FALSE
AF,1047,1,A319,WAW,13:05,CDG,15:30,835,FALSE,FALSE
AF,1048,1,B737-500,CDG,0:40,BCN,2:25,534,FALSE,FALSE
AF,1049,1,B737-500,BCN,3:30,CDG,5:25,534,FALSE,FALSE
AF,1050,1,A319,CDG,9:45,CPH,11:40,624,FALSE,FALSE
AF,1051,1,A319,CPH,12:25,CDG,14:25,624,FALSE,FALSE
AF,1052,1,B737-500,CDG,5:10,TLL,8:20,1144,FALSE,FALSE
AF,1053,1,B737-500,TLL,1:00,CDG,4:10,1144,FALSE,FALSE
AF,1062,1,B737-500,CDG,10:50,ARN,12:25,958,FALSE,FALSE
AF,1063,1,B737-500,ARN,13:15,CDG,16:55,958,FALSE,FALSE
AF,1066,1,ERJ-145,CDG,12:25,PSA,14:10,525,FALSE,FALSE
AF,1067,1,ERJ-145,PSA,14:45,CDG,16:30,525,FALSE,FALSE
AF,1086,1,A320,CDG,11:50,BEG,14:05,885,FALSE,FALSE
AF,1087,1,A320,BEG,8:10,CDG,10:45,885,FALSE,FALSE
AF,1088,1,A320,CDG,13:00,OTP,15:50,1151,FALSE,FALSE
AF,1089,1,A320,OTP,0:00,CDG,3:10,1151,FALSE,FALSE
AF,1094,1,A318,CDG,14:05,BUD,16:15,776,FALSE,FALSE
AF,1095,1,A318,BUD,1:10,CDG,3:30,776,FALSE,FALSE
AF,1098,1,A320,CDG,9:25,HEL,12:25,1179,FALSE,FALSE
AF,1099,1,A320,HEL,5:15,CDG,8:20,1179,FALSE,FALSE
AF,1102,1,A319,CDG,1:20,TRN,2:50,356,FALSE,FALSE
AF,1103,1,A319,TRN,4:25,CDG,6:55,356,FALSE,FALSE
AF,1114,1,A320,CDG,1:45,MXP,3:20,372,FALSE,FALSE
AF,1115,1,A320,MXP,4:35,CDG,6:05,372,FALSE,FALSE
AF,1122,1,A319,CDG,14:35,MUC,16:10,424,FALSE,FALSE
AF,1123,1,A319,MUC,1:10,CDG,3:55,424,FALSE,FALSE
AF,1126,1,BAE-146,CDG,1:30,VCE,3:20,520,FALSE,FALSE
AF,1127,1,BAE-146,VCE,4:10,CDG,6:05,520,FALSE,FALSE
AF,1134,1,B737-500,CDG,13:45,TXL,15:30,529,FALSE,FALSE
AF,1135,1,B737-500,TXL,1:15,CDG,3:00,529,FALSE,FALSE
AF,1138,1,A320,CDG,1:15,VIE,3:15,644,FALSE,FALSE
AF,1139,1,A320,VIE,4:10,CDG,6:15,644,FALSE,FALSE
AF,1140,1,A321,CDG,1:55,AMS,2:05,248,FALSE,FALSE
AF,1141,1,A321,AMS,3:55,CDG,4:10,248,FALSE,FALSE
AF,1148,1,A320,CDG,1:45,BCN,3:30,534,FALSE,FALSE
AF,1149,1,A320,BCN,4:30,CDG,6:25,534,FALSE,FALSE
AF,1160,1,ERJ-145,CDG,9:45,VRN,11:20,464,FALSE,FALSE
AF,1161,1,ERJ-145,VRN,7:30,CDG,9:05,464,FALSE,FALSE
AF,1168,1,A319,CDG,12:30,MAN,14:00,366,FALSE,FALSE
AF,1169,1,A319,MAN,15:50,CDG,16:15,366,FALSE,FALSE
AF,1170,1,A321,CDG,2:00,LHR,3:25,216,FALSE,FALSE
AF,1171,1,A321,LHR,4:15,CDG,5:25,216,FALSE,FALSE
AF,1172,1,ERJ-145,CDG,9:30,NCL,11:05,454,FALSE,FALSE
AF,1173,1,ERJ-145,NCL,12:55,CDG,13:30,454,FALSE,FALSE
AF,1204,1,A320,CDG,1:15,FCO,3:20,684,FALSE,FALSE
AF,1205,1,A320,FCO,4:20,CDG,6:30,684,FALSE,FALSE
AF,1208,1,B737-500,CDG,15:15,STR,16:35,304,FALSE,FALSE
AF,1209,1,B737-500,STR,1:15,CDG,2:35,304,FALSE,FALSE
AF,1212,1,A321,CDG,1:00,LIN,2:30,401,FALSE,FALSE
AF,1213,1,A321,LIN,3:35,CDG,5:05,401,FALSE,FALSE
AF,1228,1,B737-500,CDG,1:20,BLQ,3:00,517,FALSE,FALSE
AF,1229,1,B737-500,BLQ,4:00,CDG,5:45,517,FALSE,FALSE
AF,1240,1,A319,CDG,1:30,AMS,2:40,248,FALSE,FALSE
AF,1241,1,A319,AMS,3:35,CDG,4:50,248,FALSE,FALSE
AF,1242,1,A321,CDG,14:00,GVA,15:10,254,FALSE,FALSE
AF,1243,1,A321,GVA,1:30,CDG,2:40,254,FALSE,FALSE
AF,1246,1,B737-500,CDG,12:35,WAW,14:50,835,FALSE,FALSE
AF,1247,1,B737-500,WAW,1:05,CDG,3:30,835,FALSE,FALSE
AF,1250,1,B737-500,CDG,13:00,CPH,15:55,624,FALSE,FALSE
AF,1251,1,B737-500,CPH,1:10,CDG,3:10,624,FALSE,FALSE
AF,1262,1,B737-500,CDG,13:30,ARN,16:05,958,FALSE,FALSE
AF,1263,1,B737-500,ARN,0:50,CDG,3:30,958,FALSE,FALSE
AF,1270,1,A320,CDG,3:00,LHR,4:25,216,FALSE,FALSE
AF,1271,1,A320,LHR,5:15,CDG,6:25,216,FALSE,FALSE
AF,1274,1,A318,CDG,13:05,OSL,15:25,844,FALSE,FALSE
AF,1275,1,A318,OSL,1:55,CDG,3:20,844,FALSE,FALSE
AF,1284,1,A320,CDG,10:10,TUN,12:40,925,FALSE,FALSE
AF,1285,1,A320,TUN,13:40,CDG,16:15,925,FALSE,FALSE
AF,1300,1,A321,CDG,3:40,MAD,5:45,662,FALSE,FALSE
AF,1301,1,A321,MAD,6:50,CDG,9:00,662,FALSE,FALSE
AF,1306,1,A321,CDG,1:20,DUS,2:35,244,FALSE,FALSE
AF,1307,1,A321,DUS,5:55,CDG,6:10,244,FALSE,FALSE
AF,1318,1,A319,CDG,1:00,FRA,2:25,278,FALSE,FALSE
AF,1319,1,A319,FRA,3:15,CDG,4:35,278,FALSE,FALSE
AF,1340,1,A320,CDG,2:10,AMS,3:20,248,FALSE,FALSE
AF,1341,1,A320,AMS,4:35,CDG,6:50,248,FALSE,FALSE
AF,1348,1,A320,CDG,4:55,BCN,5:40,534,FALSE,FALSE
AF,1349,1,A320,BCN,7:55,CDG,8:50,534,FALSE,FALSE
AF,1370,1,A319,CDG,4:00,LHR,5:20,216,FALSE,FALSE
AF,1371,1,A319,LHR,6:15,CDG,7:25,216,FALSE,FALSE
AF,1378,1,A318,CDG,11:55,NAP,13:10,802,FALSE,FALSE
AF,1379,1,A318,NAP,14:05,CDG,16:25,802,FALSE,FALSE
AF,1382,1,A319,CDG,1:35,PRG,3:20,530,FALSE,FALSE
AF,1383,1,A319,PRG,4:15,CDG,6:00,530,FALSE,FALSE
AF,1400,1,B737-500,CDG,4:35,MAD,6:40,662,FALSE,FALSE
AF,1401,1,B737-500,MAD,7:30,CDG,9:40,662,FALSE,FALSE
AF,1402,1,F100,CDG,4:50,TRN,5:15,356,FALSE,FALSE
AF,1403,1,F100,TRN,6:45,CDG,8:15,356,FALSE,FALSE
AF,1404,1,A319,CDG,3:55,FCO,5:00,684,FALSE,FALSE
AF,1405,1,A319,FCO,6:00,CDG,8:10,684,FALSE,FALSE
AF,1408,1,A320,CDG,1:25,STR,2:45,304,FALSE,FALSE
AF,1409,1,A320,STR,4:10,CDG,5:30,304,FALSE,FALSE
AF,1410,1,A318,CDG,1:30,HAM,3:05,453,FALSE,FALSE
AF,1411,1,A318,HAM,4:20,CDG,6:55,453,FALSE,FALSE
AF,1418,1,A320,CDG,1:35,FRA,3:00,278,FALSE,FALSE
AF,1419,1,A320,FRA,4:40,CDG,6:00,278,FALSE,FALSE
AF,1422,1,A318,CDG,1:00,MUC,2:35,424,FALSE,FALSE
AF,1423,1,A318,MUC,3:25,CDG,5:10,424,FALSE,FALSE
AF,1426,1,A320,CDG,4:55,VCE,5:40,520,FALSE,FALSE
AF,1427,1,A320,VCE,6:35,CDG,8:25,520,FALSE,FALSE
AF,1434,1,A319,CDG,1:15,TXL,3:00,529,FALSE,FALSE
AF,1435,1,A319,TXL,4:55,CDG,5:40,529,FALSE,FALSE
AF,1438,1,A320,CDG,3:40,VIE,5:40,644,FALSE,FALSE
AF,1439,1,A320,VIE,6:35,CDG,8:40,644,FALSE,FALSE
AF,1468,1,A319,CDG,15:15,MAN,16:45,366,FALSE,FALSE
AF,1469,1,A319,MAN,1:30,CDG,3:55,366,FALSE,FALSE
AF,1476,1,B737-500,CDG,1:35,VLC,3:35,675,FALSE,FALSE
AF,1477,1,B737-500,VLC,4:25,CDG,6:30,675,FALSE,FALSE
AF,1498,1,A320,CDG,6:25,HEL,9:25,1179,FALSE,FALSE
AF,1499,1,A320,HEL,2:30,CDG,5:35,1179,FALSE,FALSE
AF,1504,1,A320,CDG,3:35,FCO,5:40,684,FALSE,FALSE
AF,1505,1,A320,FCO,7:55,CDG,9:05,684,FALSE,FALSE
AF,1522,1,A318,CDG,1:45,MUC,3:20,424,FALSE,FALSE
AF,1523,1,A318,MUC,4:15,CDG,6:00,424,FALSE,FALSE
AF,1532,1,A319,CDG,3:45,ATH,7:00,1305,FALSE,FALSE
AF,1533,1,A319,ATH,8:00,CDG,11:30,1305,FALSE,FALSE
AF,1542,1,A320,CDG,1:00,GVA,2:10,254,FALSE,FALSE
AF,1543,1,A320,GVA,3:00,CDG,4:10,254,FALSE,FALSE
AF,1548,1,A319,CDG,5:45,BCN,7:30,534,FALSE,FALSE
AF,1549,1,A319,BCN,8:20,CDG,10:15,534,FALSE,FALSE
AF,1560,1,ERJ-145,CDG,14:20,VRN,16:55,464,FALSE,FALSE
AF,1561,1,ERJ-145,VRN,12:10,CDG,13:45,464,FALSE,FALSE
AF,1566,1,ERJ-145,CDG,1:40,PSA,3:25,525,FALSE,FALSE
AF,1567,1,ERJ-145,PSA,4:00,CDG,5:45,525,FALSE,FALSE
AF,1570,1,A320,CDG,6:00,LHR,7:15,216,FALSE,FALSE
AF,1571,1,A320,LHR,8:05,CDG,9:15,216,FALSE,FALSE
AF,1572,1,ERJ-145,CDG,15:20,NCL,17:55,454,FALSE,FALSE
AF,1573,1,ERJ-145,NCL,1:35,CDG,3:10,454,FALSE,FALSE
AF,1590,1,A320,CDG,4:05,IST,7:25,1391,FALSE,FALSE
AF,1591,1,A320,IST,8:25,CDG,12:10,1391,FALSE,FALSE
AF,1600,1,A320,CDG,6:40,MAD,8:45,662,FALSE,FALSE
AF,1601,1,A320,MAD,9:40,CDG,12:50,662,FALSE,FALSE
AF,1604,1,A320,CDG,5:05,FCO,7:10,684,FALSE,FALSE
AF,1605,1,A320,FCO,8:10,CDG,10:20,684,FALSE,FALSE
