"From","To","Days","Dep.","time","Arr.","time","Flightnumber","A/C","Class","stops","via","FlightTime","ServiceType"
"01-Jul","","1234567","DEN","0105","ATL","0557","DL656","M88","FY",0,"","2:52","J"
"","07-Jun"," 23    ","DEN","0120","ATL","0609","DL1590","M88","FY",0,"","2:49","J"
"","07-Jun"," 23    ","DEN","0605","ATL","1100","DL1056","M88","FY",0,"","2:55","J"
"08-Jun","03-Jul","1234567","DEN","0605","ATL","1102","DL780","M88","FY",0,"","2:57","J"
"05-Jul","","1234567","DEN","0605","ATL","1102","DL780","M88","FY",0,"","2:57","J"
"08-Jun","08-Jun","   4   ","DEN","0700","ATL","1153","DL9724","757","FY",0,"","2:53","J"
"09-Jun","","1234567","DEN","0700","ATL","1153","DL362","757","FY",0,"","2:53","J"
"","07-Jun"," 23    ","DEN","0715","ATL","1203","DL1618","757","FY",0,"","2:48","J"
"08-Jun","","1234567","DEN","0940","ATL","1440","DL1046","M88","FY",0,"","3:00","J"
"","07-Jun"," 23    ","DEN","1100","ATL","1555","DL347","M88","FY",0,"","2:55","J"
"08-Jun","","1234567","DEN","1100","ATL","1607","DL1904","M88","FY",0,"","3:07","J"
"01-Jul","","1234567","DEN","1200","ATL","1703","DL493","M88","FY",0,"","3:03","J"
"08-Jun","30-Jun","1234567","DEN","1215","ATL","1718","DL493","M88","FY",0,"","3:03","J"
"","07-Jun","  3    ","DEN","1245","ATL","1739","DL493","757","FY",0,"","2:54","J"
"09-Jun","30-Jun","123 5  ","DEN","1351","ATL","1855","DL884","M90","FY",0,"","3:04","J"
"04-Jul","","123 5  ","DEN","1351","ATL","1855","DL884","M90","FY",0,"","3:04","J"
"","07-Jun"," 23    ","DEN","1410","ATL","1907","DL606","M88","FY",0,"","2:57","J"
"01-Jul","","1234567","DEN","1530","ATL","2041","DL1605","M88","FY",0,"","3:11","J"
"08-Jun","30-Jun","1234567","DEN","1531","ATL","2042","DL1605","M88","FY",0,"","3:11","J"
"","07-Jun"," 23    ","DEN","1536","ATL","2037","DL1748","M88","FY",0,"","3:01","J"
"08-Jun","08-Jun","   4   ","DEN","1722","ATL","2227","DL664","738","FY",0,"","3:05","J"
"09-Jun","","1234567","DEN","1722","ATL","2227","DL664","M88","FY",0,"","3:05","J"
"","07-Jun","  3    ","DEN","1819","ATL","2310","DL664","M88","FY",0,"","2:51","J"
"TO","Calgary   (YYC)  (Calgary International Airport)"
"08-Jun","","1234567","DEN","0909","YYC","1332","DL3996*","CRJ","Y",1,"SLC","4:23","J"
"TO","Cincinnati   (CVG)  (Cincinnati/Northern Kentucky Airport)"
"","07-Jun","  3    ","DEN","0645","CVG","1123","DL624","M88","FY",0,"","2:38","J"
"09-Jun","","123456 ","DEN","0650","CVG","1125","DL624","738","FY",0,"","2:35","J"
"08-Jun","08-Jun","   4   ","DEN","0650","CVG","1130","DL624","M88","FY",0,"","2:40","J"
"11-Jun","","      7","DEN","0650","CVG","1130","DL624","M90","FY",0,"","2:40","J"
"","07-Jun"," 23    ","DEN","1045","CVG","1522","DL5848*","CR7","Y",0,"","2:37","J"
"08-Jun","30-Jun","1234567","DEN","1045","CVG","1525","DL5848*","CR7","Y",0,"","2:40","J"
"01-Jul","","1234567","DEN","1045","CVG","1525","DL5503*","CR7","Y",0,"","2:40","J"
"08-Jun","","1234567","DEN","1245","CVG","1729","DL42","M88","FJY",0,"","2:44","J"
"","07-Jun","  3    ","DEN","1245","CVG","1734","DL42","M88","FJY",0,"","2:49","J"
"","06-Jun"," 2     ","DEN","1245","CVG","1734","DL5029*","CR7","Y",0,"","2:49","J"
"02-Jul","09-Jul"," 2345 7","DEN","1430","CVG","1914","DL5641*","CR7","Y",0,"","2:44","J"
"10-Jul","","12345 7","DEN","1430","CVG","1914","DL5641*","CR7","Y",0,"","2:44","J"
"08-Jun","30-Jun","12345 7","DEN","1435","CVG","1919","DL5641*","CR7","Y",0,"","2:44","J"
"","07-Jun"," 23    ","DEN","1440","CVG","1924","DL449","M88","FY",0,"","2:44","J"
"TO","Columbus   (CMH)  (Port Columbus International Airport)"
"","07-Jun"," 23    ","DEN","1130","CMH","1754","DL6682*","320","FY",1,"MSP","4:24","J"
"TO","Detroit   (DTT)  (DTW-Wayne County Airport)"
"","07-Jun"," 23    ","DEN","1410","DTW","2150","DL606","M88","FY",1,"ATL","5:40","J"
"TO","Green Bay   (GRB)  (Austin-Straubel Field)"
"","07-Jun"," 23    ","DEN","1846","GRB","2327","DL6754*","320","FY",1,"MSP","3:41","J"
"TO","Halifax   (YHZ)  (Halifax International Airport)"
"","07-Jun","  3    ","DEN","1053","YHZ","2059","DL3203*","735","FY",1,"EWR","7:06","J"
"TO","Hartford   (HFD)  (BDL-Bradley International Airport)"
"08-Jun","01-Jul","1234567","DEN","0915","BDL","1640","DL6782*","320","FY",1,"MSP","5:25","J"
"TO","Huntsville   (HSV)  (Huntsville International Airport)"
"08-Jun","01-Jul","1234567","DEN","0530","HSV","1055","DL6575*","CRJ","Y",1,"MEM","4:25","J"
"04-Jul","","1234567","DEN","0530","HSV","1055","DL6575*","CRJ","Y",1,"MEM","4:25","J"
"","07-Jun"," 23    ","DEN","0535","HSV","1045","DL6575*","CRJ","Y",1,"MEM","4:10","J"
"01-Jul","","1234567","DEN","1200","HSV","1749","DL493","M88","FY",1,"ATL","4:49","J"
"TO","Idaho Falls   (IDA)  (Fanning Field)"
"","07-Jun","  3    ","DEN","1045","IDA","1410","DL3906*","CRJ","Y",1,"SLC","3:25","J"
"TO","Jackson   (JAN)  (Jackson-Evers International Airport)"
"","07-Jun"," 23    ","DEN","1030","JAN","1550","DL6960*","CRJ","Y",1,"MEM","4:20","J"
"08-Jun","","1234567","DEN","1040","JAN","1555","DL6960*","CRJ","Y",1,"MEM","4:15","J"
"TO","Knoxville   (TYS)  (Mc Ghee Tyson Airport)"
"08-Jun","","1234567","DEN","1525","TYS","2144","DL6619*","CRJ","Y",1,"MEM","4:19","J"
"","07-Jun"," 23    ","DEN","1530","TYS","2155","DL6619*","CRJ","Y",1,"MEM","4:25","J"
"TO","Las Vegas   (LAS)  (McCarran International Airport)"
"08-Jun","30-Jun","1234567","DEN","1045","LAS","1320","DL4081*","CR7","Y",1,"SLC","3:35","J"
"TO","Los Angeles   (LAX)  (Los Angeles International Airport)"
"","07-Jun"," 23    ","DEN","1235","LAX","1614","DL1581","M90","FY",1,"SLC","4:39","J"
"TO","Louisville   (SDF)  (Standiford Field)"
"","07-Jun"," 23    ","DEN","1045","SDF","1724","DL5848*","CR7","Y",1,"CVG","4:39","J"
"TO","Manchester   (MHT)  (Manchester-Boston Municipal Airport)"
"08-Jun","16-Jun","12345 7","DEN","1126","MHT","1907","DL6801*","320","FY",1,"DTW","5:41","J"
"10-Jun","10-Jun","     6 ","DEN","1126","MHT","1907","DL6801*","319","FY",1,"DTW","5:41","J"
"17-Jun","","1234567","DEN","1126","MHT","1907","DL6801*","320","FY",1,"DTW","5:41","J"
"TO","New York   (NYC)  (LGA-La Guardia Airport, JFK-John F. Kennedy International Airport)"
"","07-Jun"," 23    ","DEN","0800","LGA","1529","DL7242*","757","FY",1,"DTW","5:29","J"
"","07-Jun"," 23    ","DEN","0910","JFK","1636","DL6782*","319","FY",1,"MSP","5:26","J"
"08-Jun","","1234567","DEN","1500","LGA","2259","DL6775*","320","FY",1,"DTW","5:59","J"
"TO","Newark   (EWR)  (Newark Liberty International Airport)"
"02-Jul","09-Jul"," 2345 7","DEN","0105","EWR","0848","DL656","M88","FY",1,"ATL","5:43","J"
"10-Jul","","12345 7","DEN","0105","EWR","0848","DL656","M88","FY",1,"ATL","5:43","J"
"TO","Norfolk   (ORF)  (Norfolk International Airport)"
"","07-Jun"," 23    ","DEN","0605","ORF","1333","DL1056","M88","FY",1,"ATL","5:28","J"
"TO","Ontario   (ONT)  (Ontario International Airport)"
"08-Jun","30-Jun","12345 7","DEN","1856","ONT","2157","DL1433","M90","FY",1,"SLC","4:01","J"
"03-Jul","","12345 7","DEN","1856","ONT","2157","DL1433","M90","FY",1,"SLC","4:01","J"
"TO","Orlando   (ORL)  (MCO-Orlando International Airport)"
"","07-Jun"," 23    ","DEN","0715","MCO","1424","DL1618","757","FY",1,"ATL","5:09","J"
"","07-Jun"," 23    ","DEN","1440","MCO","2241","DL449","M88","FY",1,"CVG","6:01","J"
"TO","Portland   (PDX)  (Portland International Airport)"
"06-Jun","","1234567","DEN","1135","PDX","1312","DL9121*","733","FY",0,"","2:37","J"
"06-Jun","","1234567","DEN","1818","PDX","1958","DL9122*","734","FY",0,"","2:40","J"
"TO","Raleigh/Durham   (RDU)  (Raleigh/Durham Airport)"
"10-Jun","","     6 ","DEN","0210","RDU","1118","DL2200*","ERJ","Y",1,"IAH","7:08","J"
"08-Jun","30-Jun","1234567","DEN","1045","RDU","1737","DL5848*","CR7","Y",1,"CVG","4:52","J"
"01-Jul","","1234567","DEN","1045","RDU","1737","DL5503*","CR7","Y",1,"CVG","4:52","J"
"","07-Jun"," 23    ","DEN","1500","RDU","2230","DL6775*","757","FY",1,"DTW","5:30","J"
"TO","Reno   (RNO)  (Reno/Tahoe International Airport)"
"08-Jun","30-Jun","1234567","DEN","0600","RNO","0851","DL4034*","CRJ","Y",1,"SLC","3:51","J"
"","07-Jun"," 23    ","DEN","0908","RNO","1154","DL3943*","CR7","Y",1,"SLC","3:46","J"
"TO","Richmond   (RIC)  (Richmond International Airport (Byrd Field))"
"01-Jul","","1234567","DEN","1530","RIC","2312","DL1605","M88","FY",1,"ATL","5:42","J"
"08-Jun","30-Jun","1234567","DEN","1531","RIC","2312","DL1605","M88","FY",1,"ATL","5:41","J"
"TO","Salt Lake City   (SLC)  (Salt Lake City International Airport)"
"08-Jun","30-Jun","1234567","DEN","0600","SLC","0726","DL4034*","CRJ","Y",0,"","1:26","J"
"01-Jul","10-Jul","1 34567","DEN","0730","SLC","0856","DL4031*","CRJ","Y",0,"","1:26","J"
"11-Jul","","1234567","DEN","0730","SLC","0856","DL4031*","CRJ","Y",0,"","1:26","J"
"","07-Jun"," 23    ","DEN","0730","SLC","0902","DL1510","M90","FY",0,"","1:32","J"
"","07-Jun"," 23    ","DEN","0908","SLC","1035","DL3943*","CR7","Y",0,"","1:27","J"
"08-Jun","","1234567","DEN","0909","SLC","1035","DL3996*","CRJ","Y",0,"","1:26","J"
"","07-Jun"," 23    ","DEN","1045","SLC","1211","DL3906*","CRJ","Y",0,"","1:26","J"
"08-Jun","","1234567","DEN","1045","SLC","1211","DL4081*","CR7","Y",0,"","1:26","J"
"","07-Jun"," 23    ","DEN","1235","SLC","1358","DL1581","M90","FY",0,"","1:23","J"
"08-Jun","","1234567","DEN","1300","SLC","1424","DL665","M90","FY",0,"","1:24","J"
"","06-Jun"," 2     ","DEN","1453","SLC","1618","DL4030*","CRJ","Y",0,"","1:25","J"
"10-Jun","01-Jul"," 2   6 ","DEN","1455","SLC","1620","DL3796*","CRJ","Y",0,"","1:25","J"
"02-Jul","08-Jul"," 2   67","DEN","1455","SLC","1620","DL3796*","CRJ","Y",0,"","1:25","J"
"11-Jul",""," 2   6 ","DEN","1455","SLC","1620","DL3796*","CRJ","Y",0,"","1:25","J"
"08-Jun","30-Jun","1 345 7","DEN","1457","SLC","1620","DL357","M90","FY",0,"","1:23","J"
"03-Jul","","1 345 7","DEN","1457","SLC","1620","DL357","M90","FY",0,"","1:23","J"
"","07-Jun","  3    ","DEN","1459","SLC","1620","DL603","M90","FY",0,"","1:21","J"
"","07-Jun"," 23    ","DEN","1705","SLC","1831","DL945","738","FY",0,"","1:26","J"
"","07-Jun"," 23    ","DEN","1853","SLC","2021","DL1645","M90","FY",0,"","1:28","J"
"08-Jun","","1234567","DEN","1856","SLC","2025","DL1433","M90","FY",0,"","1:29","J"
"TO","Santa Ana   (SNA)  (John Wayne Airport)"
"08-Jun","","1234567","DEN","1300","SNA","1607","DL665","M90","FY",1,"SLC","4:07","J"
"TO","Savannah   (SAV)  (Savannah/Hilton Head Airport)"
"09-Jun","02-Jul","12345 7","DEN","0700","SAV","1354","DL362","757","FY",1,"ATL","4:54","J"
"05-Jul","","12345 7","DEN","0700","SAV","1354","DL362","757","FY",1,"ATL","4:54","J"
"08-Jun","","1234567","DEN","1100","SAV","1803","DL1904","M88","FY",1,"ATL","5:03","J"
"TO","Seattle   (SEA)  (Seattle/Tacoma International Airport)"
"06-Jun","","1234567","DEN","0805","SEA","0944","DL9111*","733","FY",0,"","2:39","J"
"06-Jun","","1234567","DEN","1039","SEA","1222","DL9049*","739","FY",0,"","2:43","J"
"06-Jun","","1234567","DEN","1634","SEA","1818","DL9115*","738","FY",0,"","2:44","J"
"06-Jun","","1234567","DEN","1913","SEA","2100","DL9114*","739","FY",0,"","2:47","J"
"TO","Sioux Falls   (FSD)  (Sioux Falls Regional Airport (Jo Foss Field))"
"","07-Jun"," 23    ","DEN","1631","FSD","2157","DL6757*","320","FY",1,"MSP","4:26","J"
"TO","Tampa   (TPA)  (Tampa International Airport)"
"08-Jun","01-Jul","1234567","DEN","1415","TPA","2256","DL6781*","320","FY",1,"MSP","6:41","J"
"TO","Washington   (WAS)  (DCA-Ronald Reagan National Airport)"
"08-Jun","","1234567","DEN","0800","DCA","1519","DL7242*","757","FY",1,"DTW","5:19","J"
"08-Jun","17-Jun","1234567","DEN","0940","DCA","1711","DL1046","M88","FY",1,"ATL","5:31","J"
"19-Jun","","1234567","DEN","0940","DCA","1711","DL1046","M88","FY",1,"ATL","5:31","J"
"08-Jun","14-Jun","1234567","DEN","1130","DCA","1852","DL6682*","320","FY",1,"MSP","5:22","J"
"","07-Jun"," 23    ","DEN","1415","DCA","2204","DL7485*","320","FY",1,"MSP","5:49","J"
""
""
"FROM","Des Moines (DSM)"
"TO","Atlanta   (ATL)  (Hartsfield-Jackson Atlanta International Airport)"
"13-Jun","13-Jun"," 2     ","DSM","0600","ATL","0905","DL4637*","CRJ","Y",0,"","2:05","J"
"06-Jun","12-Jun","1234567","DSM","0605","ATL","0912","DL4637*","CRJ","Y",0,"","2:07","J"
"14-Jun","","1234567","DSM","0605","ATL","0912","DL4637*","CRJ","Y",0,"","2:07","J"
"","07-Jun"," 23    ","DSM","1140","ATL","1451","DL4418*","CRJ","Y",0,"","2:11","J"
"08-Jun","","1234567","DSM","1146","ATL","1457","DL4418*","CRJ","Y",0,"","2:11","J"
"06-Jun","02-Jul","12345 7","DSM","1645","ATL","1955","DL4360*","CRJ","Y",0,"","2:10","J"
"04-Jul","","12345 7","DSM","1645","ATL","1955","DL4360*","CRJ","Y",0,"","2:10","J"
"TO","Charleston   (CRW)  (Yeager Airport)"
"08-Jun","28-Jun","12345 7","DSM","1540","CRW","2309","DL2217*","ER3","Y",1,"IAH","6:29","J"
"29-Jun","29-Jun","   4   ","DSM","1540","CRW","2309","DL2217*","ERJ","Y",1,"IAH","6:29","J"
"30-Jun","30-Jun","    5  ","DSM","1540","CRW","2309","DL2217*","ER3","Y",1,"IAH","6:29","J"
"04-Jul","","12345 7","DSM","1541","CRW","2310","DL2217*","ER3","Y",1,"IAH","6:29","J"
"TO","Charlotte   (CLT)  (Douglas Airport)"
"08-Jun","","1234567","DSM","0710","CLT","1235","DL6883*","CRJ","Y",1,"MEM","4:25","J"
"TO","Charlottesville   (CHO)  (Albemarle Airport)"
"08-Jun","02-Jul","12345 7","DSM","1650","CHO","2128","DL5026*","CR2","Y",1,"CVG","3:38","J"
"04-Jul","","12345 7","DSM","1650","CHO","2128","DL5026*","CR2","Y",1,"CVG","3:38","J"
"TO","Cincinnati   (CVG)  (Cincinnati/Northern Kentucky Airport)"
"","07-Jun"," 23    ","DSM","0700","CVG","0935","DL5749*","CR2","Y",0,"","1:35","J"
"08-Jun","08-Jun","   4   ","DSM","0700","CVG","0938","DL5749*","CR2","Y",0,"","1:38","J"
"09-Jun","30-Jun","1234567","DSM","0700","CVG","0938","DL5749*","CRJ","Y",0,"","1:38","J"
"01-Jul","","1234567","DSM","0700","CVG","0938","DL5308*","CRJ","Y",0,"","1:38","J"
"08-Jun","30-Jun","1234567","DSM","1100","CVG","1338","DL5851*","CRJ","Y",0,"","1:38","J"
"01-Jul","08-Jul","1    6 ","DSM","1100","CVG","1338","DL5258*","CRJ","Y",0,"","1:38","J"
"02-Jul","09-Jul"," 2345 7","DSM","1100","CVG","1338","DL5504*","CRJ","Y",0,"","1:38","J"
"10-Jul","","12345 7","DSM","1100","CVG","1338","DL5504*","CRJ","Y",0,"","1:38","J"
"15-Jul","","     6 ","DSM","1100","CVG","1338","DL5258*","CRJ","Y",0,"","1:38","J"
"","07-Jun"," 23    ","DSM","1103","CVG","1339","DL5851*","CRJ","Y",0,"","1:36","J"
"","07-Jun","  3    ","DSM","1445","CVG","1720","DL5650*","CRJ","Y",0,"","1:35","J"
"08-Jun","","1234567","DSM","1445","CVG","1724","DL5650*","CRJ","Y",0,"","1:39","J"
"","07-Jun"," 23    ","DSM","1605","CVG","1840","DL5026*","CR2","Y",0,"","1:35","J"
"08-Jun","02-Jul","12345 7","DSM","1650","CVG","1928","DL5026*","CR2","Y",0,"","1:38","J"
"04-Jul","","12345 7","DSM","1650","CVG","1928","DL5026*","CR2","Y",0,"","1:38","J"
"TO","Dallas   (DFW)  (Dallas/Ft. Worth International Airport)"
"","07-Jun"," 23    ","DSM","0715","DFW","1114","DL6630*","ARJ","FY",1,"MEM","3:59","J"
"TO","Jacksonville   (JAX)  (Jacksonville International Airport)"
"","07-Jun"," 23    ","DSM","1100","JAX","1625","DL7157*","CRJ","Y",1,"MEM","4:25","J"
"08-Jun","","1234567","DSM","1100","JAX","1637","DL7157*","CRJ","Y",1,"MEM","4:37","J"
"TO","Lewiston   (LWS)  (Nez Perce County Regional Airport)"
"09-Jun","","1234567","DSM","0845","LWS","1130","DL3970*","CRJ","Y",1,"SLC","4:45","J"
"TO","Louisville   (SDF)  (Standiford Field)"
"","07-Jun"," 23    ","DSM","1610","SDF","2208","DL6715*","ARJ","FY",1,"MSP","4:58","J"
"TO","Montreal   (YMQ)  (YUL-Pierre Elliott Trudeau International Airport)"
"08-Jun","30-Jun","12345 7","DSM","1100","YUL","1650","DL5851*","CRJ","Y",1,"CVG","4:50","J"
"02-Jul","09-Jul"," 2345 7","DSM","1100","YUL","1650","DL5504*","CRJ","Y",1,"CVG","4:50","J"
"10-Jul","","12345 7","DSM","1100","YUL","1650","DL5504*","CRJ","Y",1,"CVG","4:50","J"
"TO","Panama City   (PFN)  (Bay County Airport)"
"01-Jul","","1234567","DSM","1705","PFN","2053","DL6811*","CRJ","Y",1,"MEM","3:48","J"
"08-Jun","30-Jun","1234567","DSM","1710","PFN","2053","DL6811*","CRJ","Y",1,"MEM","3:43","J"
"TO","Pensacola   (PNS)  (Pensacola Regional Airport)"
"","07-Jun"," 23    ","DSM","0725","PNS","1155","DL2701*","ERJ","Y",1,"IAH","4:30","J"
"","07-Jun"," 23    ","DSM","1710","PNS","2055","DL6811*","CRJ","Y",1,"MEM","3:45","J"
"TO","Portland   (PWM)  (Portland International Jetport)"
"08-Jun","01-Jul","1234567","DSM","1613","PWM","2236","DL6651*","CRJ","Y",1,"MSP","5:23","J"
"TO","Richmond   (RIC)  (Richmond International Airport (Byrd Field))"
"08-Jun","","1234567","DSM","1650","RIC","2244","DL6559*","CRJ","Y",1,"DTW","4:54","J"
"TO","Salt Lake City   (SLC)  (Salt Lake City International Airport)"
"09-Jun","","1234567","DSM","0845","SLC","1026","DL3970*","CRJ","Y",0,"","2:41","J"
"TO","Sarasota   (SRQ)  (Bradenton Airport)"
"01-Jul","08-Jul","1    6 ","DSM","1100","SRQ","1637","DL5258*","CRJ","Y",1,"CVG","4:37","J"
"15-Jul","","     6 ","DSM","1100","SRQ","1637","DL5258*","CRJ","Y",1,"CVG","4:37","J"
"TO","State College   (SCE)  (University Park Airport)"
"08-Jun","08-Jun","   4   ","DSM","0700","SCE","1154","DL5749*","CR2","Y",1,"CVG","3:54","J"
"09-Jun","30-Jun","123456 ","DSM","0700","SCE","1154","DL5749*","CRJ","Y",1,"CVG","3:54","J"
"01-Jul","10-Jul","1 3456 ","DSM","0700","SCE","1154","DL5308*","CRJ","Y",1,"CVG","3:54","J"
"11-Jul","","123456 ","DSM","0700","SCE","1154","DL5308*","CRJ","Y",1,"CVG","3:54","J"
"TO","Winnipeg   (YWG)  (Winnipeg Airport)"
"","07-Jun"," 23    ","DSM","1215","YWG","1655","DL6736*","CRJ","Y",1,"MSP","4:40","J"
""
""
"FROM","Detroit (DTT)"
"TO","Atlanta   (ATL)  (Hartsfield-Jackson Atlanta International Airport)"
"08-Jun","30-Jun","1234567","DTW","0600","ATL","0755","DL4212*","CR7","Y",0,"","1:55","J"
"01-Jul","","1234567","DTW","0620","ATL","0815","DL4212*","CR7","Y",0,"","1:55","J"
"","07-Jun"," 23    ","DTW","0630","ATL","0825","DL4212*","CR7","Y",0,"","1:55","J"
"08-Jun","30-Jun","1234567","DTW","0810","ATL","1011","DL1547","M88","FY",0,"","2:01","J"
"01-Jul","01-Jul","     6 ","DTW","0810","ATL","1011","DL753","M88","FY",0,"","2:01","J"
"02-Jul","","1234567","DTW","0810","ATL","1011","DL753","757","FY",0,"","2:01","J"
"","07-Jun"," 23    ","DTW","0830","ATL","1031","DL949","M88","FY",0,"","2:01","J"
"08-Jun","30-Jun","1234567","DTW","0930","ATL","1127","DL4179*","CRJ","Y",0,"","1:57","J"
"01-Jul","","1234567","DTW","0930","ATL","1127","DL4441*","CRJ","Y",0,"","1:57","J"
"08-Jun","","1234567","DTW","1147","ATL","1342","DL517","M88","FY",0,"","1:55","J"
"","07-Jun"," 23    ","DTW","1211","ATL","1408","DL4198*","CRJ","Y",0,"","1:57","J"
"08-Jun","","1234567","DTW","1258","ATL","1455","DL4198*","CRJ","Y",0,"","1:57","J"
"","07-Jun"," 23    ","DTW","1430","ATL","1640","DL1225","M88","FY",0,"","2:10","J"
"08-Jun","","1234567","DTW","1437","ATL","1645","DL1225","M88","FY",0,"","2:08","J"
"08-Jun","","1234567","DTW","1649","ATL","1856","DL1516","M88","FY",0,"","2:07","J"
"","07-Jun"," 23    ","DTW","1700","ATL","1857","DL761","M88","FY",0,"","1:57","J"
"08-Jun","","1234567","DTW","1820","ATL","2024","DL147","M88","FJY",0,"","2:04","J"
"","06-Jun"," 2     ","DTW","1837","ATL","2044","DL147","M88","FJY",0,"","2:07","J"
"","07-Jun","  3    ","DTW","1837","ATL","2044","DL9723","M88","FY",0,"","2:07","J"
"08-Jun","02-Jul","12345 7","DTW","1952","ATL","2147","DL4399*","CRJ","Y",0,"","1:55","J"
"05-Jul","","12345 7","DTW","1952","ATL","2147","DL4399*","CRJ","Y",0,"","1:55","J"
"","07-Jun"," 23    ","DTW","1955","ATL","2150","DL5776*","CR7","Y",0,"","1:55","J"
"TO","Baltimore   (BWI)  (Balt./Wash. International Airport)"
"01-Jul","","1234567","DTW","1410","BWI","1840","DL5472*","CRJ","Y",1,"JFK","4:30","J"
"TO","Boise   (BOI)  (Boise Air Terminal (Gowen Field))"
"","07-Jun"," 23    ","DTW","1909","BOI","2314","DL6851*","320","FY",1,"MSP","6:05","J"
"TO","Cincinnati   (CVG)  (Cincinnati/Northern Kentucky Airport)"
"","07-Jun"," 23    ","DTW","0605","CVG","0708","DL5249*","CRJ","Y",0,"","1:03","J"
"08-Jun","03-Jul","123456 ","DTW","0605","CVG","0715","DL5226*","CRJ","Y",0,"","1:10","J"
"05-Jul","","123456 ","DTW","0605","CVG","0715","DL5226*","CRJ","Y",0,"","1:10","J"
"08-Jun","30-Jun","1234567","DTW","0805","CVG","0914","DL5901*","CRJ","Y",0,"","1:09","J"
"01-Jul","","1234567","DTW","0805","CVG","0914","DL5567*","CRJ","Y",0,"","1:09","J"
"","07-Jun"," 23    ","DTW","0805","CVG","0916","DL5901*","CRJ","Y",0,"","1:11","J"
"","07-Jun","  3    ","DTW","1015","CVG","1120","DL5773*","CRJ","Y",0,"","1:05","J"
"08-Jun","30-Jun","1234567","DTW","1045","CVG","1200","DL5773*","CRJ","Y",0,"","1:15","J"
"01-Jul","08-Jul","1    6 ","DTW","1045","CVG","1200","DL5243*","CRJ","Y",0,"","1:15","J"
"02-Jul","09-Jul"," 2345 7","DTW","1045","CVG","1200","DL5353*","CRJ","Y",0,"","1:15","J"
"10-Jul","","12345 7","DTW","1045","CVG","1200","DL5353*","CRJ","Y",0,"","1:15","J"
"15-Jul","","     6 ","DTW","1045","CVG","1200","DL5243*","CRJ","Y",0,"","1:15","J"
"08-Jun","","1234567","DTW","1200","CVG","1309","DL5200*","CRJ","Y",0,"","1:09","J"
"","07-Jun"," 23    ","DTW","1210","CVG","1315","DL5200*","CRJ","Y",0,"","1:05","J"
"","07-Jun"," 23    ","DTW","1605","CVG","1718","DL5493*","CR2","Y",0,"","1:13","J"
"08-Jun","03-Jul","123456 ","DTW","1605","CVG","1720","DL4985*","CRJ","Y",0,"","1:15","J"
"05-Jul","","123456 ","DTW","1605","CVG","1720","DL4985*","CRJ","Y",0,"","1:15","J"
"","07-Jun"," 23    ","DTW","1805","CVG","1916","DL5473*","CRJ","Y",0,"","1:11","J"
"08-Jun","30-Jun","12345 7","DTW","1810","CVG","1922","DL5815*","CRJ","Y",0,"","1:12","J"
"02-Jul","09-Jul"," 2345 7","DTW","1810","CVG","1922","DL5443*","CRJ","Y",0,"","1:12","J"
"10-Jul","","12345 7","DTW","1810","CVG","1922","DL5443*","CRJ","Y",0,"","1:12","J"
"TO","Fort Lauderdale   (FLL)  (Ft. Lauderdale International Airport)"
"01-Jul","01-Jul","     6 ","DTW","0810","FLL","1300","DL753","M88","FY",1,"ATL","4:50","J"
"02-Jul","","1234567","DTW","0810","FLL","1300","DL753","757","FY",1,"ATL","4:50","J"
"TO","Freeport   (FPO)  (Grand Bahama International Airport)"
"01-Jul","","1234567","DTW","0930","FPO","1420","DL4441*","CRJ","Y",1,"ATL","4:50","J"
"TO","Greensboro/High Point   (GSO)  (Piedmont Triad International Airport)"
"01-Jul","","1234567","DTW","0620","GSO","1015","DL4212*","CR7","Y",1,"ATL","3:55","J"
"TO","Nashville   (BNA)  (Nashville Metropolitan Airport)"
"08-Jun","03-Jul","123456 ","DTW","0605","BNA","0840","DL5226*","CRJ","Y",1,"CVG","3:35","J"
"05-Jul","","123456 ","DTW","0605","BNA","0840","DL5226*","CRJ","Y",1,"CVG","3:35","J"
"","07-Jun","  3    ","DTW","1700","BNA","1949","DL761","M88","FY",1,"ATL","3:49","J"
"TO","New York   (NYC)  (JFK-John F. Kennedy International Airport)"
"08-Jun","","1234567","DTW","0940","JFK","1127","DL5236*","CRJ","Y",0,"","1:47","J"
"08-Jun","30-Jun","1234567","DTW","1410","JFK","1557","DL5825*","CRJ","Y",0,"","1:47","J"
"01-Jul","","1234567","DTW","1410","JFK","1557","DL5472*","CRJ","Y",0,"","1:47","J"
"","07-Jun"," 23    ","DTW","1420","JFK","1610","DL5825*","CRJ","Y",0,"","1:50","J"
"04-Jul","","12345 7","DTW","1655","JFK","1842","DL5354*","CRJ","Y",0,"","1:47","J"
"08-Jun","30-Jun","12345 7","DTW","1715","JFK","1902","DL4943*","CRJ","Y",0,"","1:47","J"
"TO","Paris   (PAR)  (CDG-Charles De Gaulle Airport)"
"06-Jun","","1234567","DTW","1900","CDG","0845+1","DL8573*","332","JY",0,"","7:45","J"
"TO","Philadelphia   (PHL)  (Philadelphia International Airport)"
"01-Jul","08-Jul","1    6 ","DTW","1045","PHL","1438","DL5243*","CRJ","Y",1,"CVG","3:53","J"
"15-Jul","","     6 ","DTW","1045","PHL","1438","DL5243*","CRJ","Y",1,"CVG","3:53","J"
"TO","Pittsburgh   (PIT)  (Pittsburgh International Airport)"
