"From","To","Days","Dep.","time","Arr.","time","Flightnumber","A/C","Class","stops","via","FlightTime","ServiceType"
"08-Jun","30-Jun","1234567","ATL","1118","YYZ","1338","DL4950*","CR7","Y",0,"","2:20","J"
"01-Jul","","1234567","ATL","1128","YYZ","1348","DL4950*","CR7","Y",0,"","2:20","J"
"","07-Jun"," 23    ","ATL","1130","YYZ","1348","DL4950*","CRJ","Y",0,"","2:18","J"
"","07-Jun"," 23    ","ATL","1241","YYZ","1454","DL898","732","FY",0,"","2:13","J"
"08-Jun","","1234567","ATL","1247","YYZ","1452","DL4920*","CR7","Y",0,"","2:05","J"
"06-Jun","","1234567","ATL","1436","YYZ","1654","DL4324*","CRJ","Y",0,"","2:18","J"
"08-Jun","02-Jul","12345 7","ATL","1657","YYZ","1913","DL4423*","CRJ","Y",0,"","2:16","J"
"04-Jul","","12345 7","ATL","1657","YYZ","1913","DL4423*","CRJ","Y",0,"","2:16","J"
"","07-Jun"," 23    ","ATL","1659","YYZ","1915","DL4522*","CRJ","Y",0,"","2:16","J"
"","07-Jun"," 23    ","ATL","2130","YYZ","2342","DL4660*","CRJ","Y",0,"","2:12","J"
"08-Jun","","1234567","ATL","2130","YYZ","2343","DL890","M88","FY",0,"","2:13","J"
"TO","Traverse City   (TVC)  (Traverse City Airport)"
"12-Jun","","1234567","ATL","1115","TVC","1330","DL4831*","CR2","Y",0,"","2:15","J"
"TO","Tucson   (TUS)  (Tucson International Airport)"
"","07-Jun"," 23    ","ATL","1054","TUS","1140","DL1104","M88","FY",0,"","3:46","J"
"08-Jun","30-Jun","1234567","ATL","1054","TUS","1140","DL1261","M88","FY",0,"","3:46","J"
"01-Jul","","1234567","ATL","1056","TUS","1142","DL1261","M88","FY",0,"","3:46","J"
"08-Jun","02-Jul","1 345 7","ATL","1350","TUS","1430","DL857","M88","FY",0,"","3:40","J"
"05-Jul","","1 345 7","ATL","1350","TUS","1430","DL857","M88","FY",0,"","3:40","J"
"01-Jul","","1234567","ATL","2016","TUS","2056","DL1123","M88","FY",0,"","3:40","J"
"08-Jun","30-Jun","1234567","ATL","2022","TUS","2102","DL645","M88","FY",0,"","3:40","J"
"","07-Jun"," 23    ","ATL","2026","TUS","2106","DL1473","M88","FY",0,"","3:40","J"
"TO","Tulsa   (TUL)  (Tulsa International Airport)"
"08-Jun","","1234567","ATL","0903","TUL","1006","DL4592*","CRJ","Y",0,"","2:03","J"
"","07-Jun"," 23    ","ATL","0907","TUL","1010","DL4592*","CRJ","Y",0,"","2:03","J"
"","07-Jun"," 23    ","ATL","1150","TUL","1251","DL4805*","CRJ","Y",0,"","2:01","J"
"08-Jun","","1234567","ATL","1203","TUL","1304","DL4805*","CRJ","Y",0,"","2:01","J"
"","07-Jun"," 23    ","ATL","1536","TUL","1634","DL4842*","CRJ","Y",0,"","1:58","J"
"01-Jul","10-Jul","1 34567","ATL","1542","TUL","1640","DL4842*","CRJ","Y",0,"","1:58","J"
"11-Jul","","1234567","ATL","1542","TUL","1640","DL4842*","CRJ","Y",0,"","1:58","J"
"08-Jun","30-Jun","1234567","ATL","1559","TUL","1657","DL4842*","CRJ","Y",0,"","1:58","J"
"","07-Jun"," 23    ","ATL","1705","TUL","1805","DL4211*","CRJ","Y",0,"","2:00","J"
"08-Jun","30-Jun","12345 7","ATL","1713","TUL","1813","DL4795*","CRJ","Y",0,"","2:00","J"
"02-Jul","09-Jul"," 2345 7","ATL","1723","TUL","1823","DL4795*","CRJ","Y",0,"","2:00","J"
"10-Jul","","12345 7","ATL","1723","TUL","1823","DL4795*","CRJ","Y",0,"","2:00","J"
"","07-Jun"," 23    ","ATL","2105","TUL","2205","DL4220*","CRJ","Y",0,"","2:00","J"
"08-Jun","","1234567","ATL","2135","TUL","2235","DL4220*","CRJ","Y",0,"","2:00","J"
"TO","Tupelo   (TUP)  (Lemons Municipal Airport)"
"","07-Jun"," 23    ","ATL","1033","TUP","1045","DL4314*","CR2","Y",0,"","1:12","J"
"08-Jun","","1234567","ATL","1037","TUP","1049","DL4314*","CR2","Y",0,"","1:12","J"
"","07-Jun"," 23    ","ATL","1902","TUP","1913","DL4342*","CR2","Y",0,"","1:11","J"
"08-Jun","","1234567","ATL","1916","TUP","1927","DL4342*","CR2","Y",0,"","1:11","J"
"TO","Valdosta   (VLD)  (Valdosta Regional Airport)"
"08-Jun","30-Jun","1234567","ATL","1000","VLD","1123","DL4133*","AT7","Y",0,"","1:23","J"
"01-Jul","","1234567","ATL","1000","VLD","1123","DL4730*","AT7","Y",0,"","1:23","J"
"","07-Jun"," 23    ","ATL","1012","VLD","1135","DL4133*","AT7","Y",0,"","1:23","J"
"","07-Jun"," 23    ","ATL","1440","VLD","1543","DL4558*","CRJ","Y",0,"","1:03","J"
"08-Jun","30-Jun","1234567","ATL","1510","VLD","1613","DL4558*","CRJ","Y",0,"","1:03","J"
"02-Jul","","12345 7","ATL","1510","VLD","1613","DL4558*","CR2","Y",0,"","1:03","J"
"01-Jul","","     6 ","ATL","1542","VLD","1645","DL4558*","CR2","Y",0,"","1:03","J"
"","06-Jun"," 2     ","ATL","1848","VLD","1952","DL4224*","CR2","Y",0,"","1:04","J"
"08-Jun","","1234567","ATL","2008","VLD","2107","DL4559*","CRJ","Y",0,"","0:59","J"
"","07-Jun"," 23    ","ATL","2255","VLD","2356","DL4559*","CR2","Y",0,"","1:01","J"
"TO","Valparaiso   (VPS)  (Ft. Walton Beach Airport)"
"06-Jun","03-Jul","1234567","ATL","0850","VPS","0859","DL4171*","CRJ","Y",0,"","1:09","J"
"05-Jul","","1234567","ATL","0850","VPS","0859","DL4171*","CRJ","Y",0,"","1:09","J"
"","07-Jun"," 23    ","ATL","1005","VPS","1025","DL781","M88","FY",0,"","1:20","J"
"08-Jun","30-Jun","1234567","ATL","1009","VPS","1027","DL957","M88","FY",0,"","1:18","J"
"01-Jul","","1234567","ATL","1009","VPS","1027","DL1177","M88","FY",0,"","1:18","J"
"10-Jun","","     6 ","ATL","1130","VPS","1140","DL4311*","CRJ","Y",0,"","1:10","J"
"","07-Jun"," 23    ","ATL","1300","VPS","1305","DL897","M88","FY",0,"","1:05","J"
"08-Jun","","1234567","ATL","1300","VPS","1310","DL4268*","CRJ","Y",0,"","1:10","J"
"08-Jun","30-Jun","1234567","ATL","1455","VPS","1503","DL4539*","CRJ","Y",0,"","1:08","J"
"01-Jul","","1234567","ATL","1458","VPS","1506","DL4539*","CRJ","Y",0,"","1:08","J"
"08-Jun","","1234567","ATL","1617","VPS","1625","DL4323*","CRJ","Y",0,"","1:08","J"
"","07-Jun"," 23    ","ATL","1620","VPS","1626","DL4283*","CR2","Y",0,"","1:06","J"
"08-Jun","","1234567","ATL","1740","VPS","1755","DL4442*","CRJ","Y",0,"","1:15","J"
"","07-Jun"," 23    ","ATL","1800","VPS","1815","DL4618*","CRJ","Y",0,"","1:15","J"
"08-Jun","03-Jul","1234567","ATL","1850","VPS","1905","DL4645*","CRJ","Y",0,"","1:15","J"
"05-Jul","","1234567","ATL","1850","VPS","1905","DL4645*","CRJ","Y",0,"","1:15","J"
"","06-Jun"," 2     ","ATL","1925","VPS","1940","DL4863*","CR7","Y",0,"","1:15","J"
"08-Jun","","1234567","ATL","1954","VPS","2005","DL4400*","CR7","Y",0,"","1:11","J"
"","07-Jun"," 23    ","ATL","2048","VPS","2059","DL4926*","CR7","Y",0,"","1:11","J"
"","07-Jun"," 23    ","ATL","2250","VPS","2256","DL4891*","CRJ","Y",0,"","1:06","J"
"08-Jun","","1234567","ATL","2250","VPS","2256","DL4522*","CRJ","Y",0,"","1:06","J"
"TO","Vancouver   (YVR)  (Vancouver International Airport)"
"10-Jun","","     6 ","ATL","0840","YVR","1057","DL464","763","FY",0,"","5:17","J"
"02-Jul","","12345 7","ATL","0840","YVR","1057","DL464","757","FY",0,"","5:17","J"
"","07-Jun"," 23    ","ATL","0840","YVR","1100","DL464","757","FY",0,"","5:20","J"
"08-Jun","30-Jun","12345 7","ATL","0845","YVR","1102","DL464","757","FY",0,"","5:17","J"
"TO","Venice   (VCE)  (Marco Polo Airport)"
"04-Jun",""," 234 6 ","ATL","2020","VCE","1145+1","DL162","767","JY",0,"","9:25","J"
"TO","Washington   (WAS)  (DCA-Ronald Reagan National Airport, IAD-Dulles International Airport)"
"08-Jun","02-Jul","12345 7","ATL","0630","DCA","0759","DL1464","738","FY",0,"","1:29","J"
"04-Jul","","12345 7","ATL","0630","DCA","0759","DL1464","738","FY",0,"","1:29","J"
"","07-Jun"," 23    ","ATL","0630","DCA","0808","DL1464","M88","FY",0,"","1:38","J"
"08-Jun","30-Jun","1234567","ATL","0700","IAD","0839","DL1044","738","FY",0,"","1:39","J"
"","07-Jun"," 23    ","ATL","0702","IAD","0845","DL1044","M88","FY",0,"","1:43","J"
"01-Jul","","1234567","ATL","0705","IAD","0844","DL1044","738","FY",0,"","1:39","J"
"09-Jun","09-Jun","    5  ","ATL","0730","DCA","0859","DL1538","M88","FY",0,"","1:29","J"
"08-Jun","15-Jun","1234 67","ATL","0730","DCA","0908","DL1538","M88","FY",0,"","1:38","J"
"16-Jun","","1234567","ATL","0730","DCA","0908","DL1538","M88","FY",0,"","1:38","J"
"","07-Jun"," 23    ","ATL","0730","DCA","0909","DL1180","M88","FY",0,"","1:39","J"
"","07-Jun"," 23    ","ATL","0830","DCA","1010","DL1210","M88","FY",0,"","1:40","J"
"08-Jun","","1234567","ATL","0830","DCA","1015","DL1693","M88","FY",0,"","1:45","J"
"08-Jun","","1234567","ATL","0900","IAD","1047","DL544","M88","FY",0,"","1:47","J"
"","07-Jun"," 23    ","ATL","0921","IAD","1106","DL544","M88","FY",0,"","1:45","J"
"","07-Jun"," 23    ","ATL","0930","DCA","1119","DL1182","M88","FY",0,"","1:49","J"
"08-Jun","","1234567","ATL","0930","DCA","1120","DL1168","M88","FY",0,"","1:50","J"
"03-Jun","09-Jun"," 2 45  ","ATL","1030","DCA","1214","DL1184","M88","FY",0,"","1:44","J"
"","07-Jun","  3    ","ATL","1030","DCA","1218","DL1184","M88","FY",0,"","1:48","J"
"02-Jul","09-Jul"," 2345 7","ATL","1030","DCA","1219","DL1184","M88","FY",0,"","1:49","J"
"10-Jul","","12345 7","ATL","1030","DCA","1219","DL1184","M88","FY",0,"","1:49","J"
"11-Jun","30-Jun","12345 7","ATL","1030","DCA","1220","DL1184","M88","FY",0,"","1:50","J"
"08-Jun","","1234567","ATL","1035","IAD","1226","DL1437","M88","FY",0,"","1:51","J"
"","07-Jun"," 23    ","ATL","1046","IAD","1239","DL1119","M88","FY",0,"","1:53","J"
"08-Jun","30-Jun","1234567","ATL","1116","DCA","1259","DL540","M88","FY",0,"","1:43","J"
"09-Jul","","1234567","ATL","1130","DCA","1259","DL540","M88","FY",0,"","1:29","J"
"","07-Jun"," 23    ","ATL","1130","DCA","1313","DL540","M88","FY",0,"","1:43","J"
"01-Jul","08-Jul","1234567","ATL","1130","DCA","1313","DL540","M88","FY",0,"","1:43","J"
"08-Jun","03-Jul","12345 7","ATL","1200","IAD","1343","DL1675","M88","FY",0,"","1:43","J"
"05-Jul","","12345 7","ATL","1200","IAD","1343","DL1675","M88","FY",0,"","1:43","J"
"","07-Jun"," 23    ","ATL","1226","IAD","1411","DL4897*","CRJ","Y",0,"","1:45","J"
"08-Jun","","1234567","ATL","1230","DCA","1359","DL1403","M88","FY",0,"","1:29","J"
"","07-Jun"," 23    ","ATL","1230","DCA","1416","DL352","738","FY",0,"","1:46","J"
"08-Jun","","1234567","ATL","1330","DCA","1459","DL537","M88","FY",0,"","1:29","J"
"","07-Jun"," 23    ","ATL","1330","DCA","1500","DL537","M88","FY",0,"","1:30","J"
"08-Jun","","1234567","ATL","1356","IAD","1544","DL1521","M88","FY",0,"","1:48","J"
"","07-Jun"," 23    ","ATL","1359","IAD","1546","DL1164","M88","FY",0,"","1:47","J"
"","07-Jun"," 23    ","ATL","1430","DCA","1610","DL1151","M88","FY",0,"","1:40","J"
"08-Jun","02-Jul","12345 7","ATL","1430","DCA","1611","DL688","M88","FY",0,"","1:41","J"
"04-Jul","","12345 7","ATL","1430","DCA","1611","DL688","M88","FY",0,"","1:41","J"
"08-Jun","","1234567","ATL","1500","IAD","1647","DL1631","M88","FY",0,"","1:47","J"
"","06-Jun"," 2     ","ATL","1515","IAD","1701","DL4221*","CRJ","Y",0,"","1:46","J"
"","07-Jun"," 23    ","ATL","1530","DCA","1710","DL1194","M88","FY",0,"","1:40","J"
"08-Jun","17-Jun","1234567","ATL","1530","DCA","1711","DL1046","M88","FY",0,"","1:41","J"
"19-Jun","","1234567","ATL","1530","DCA","1711","DL1046","M88","FY",0,"","1:41","J"
"","07-Jun"," 23    ","ATL","1630","DCA","1814","DL634","M88","FY",0,"","1:44","J"
"08-Jun","21-Jun","1234567","ATL","1630","DCA","1819","DL634","M88","FY",0,"","1:49","J"
"23-Jun","","1234567","ATL","1630","DCA","1819","DL634","M88","FY",0,"","1:49","J"
"08-Jun","02-Jul","12345 7","ATL","1640","IAD","1826","DL1690","M88","FY",0,"","1:46","J"
"10-Jun","","     6 ","ATL","1640","IAD","1826","DL4564*","CR2","Y",0,"","1:46","J"
"05-Jul","","12345 7","ATL","1640","IAD","1826","DL1690","M88","FY",0,"","1:46","J"
"","07-Jun"," 23    ","ATL","1640","IAD","1829","DL1615","M88","FY",0,"","1:49","J"
"","07-Jun","  3    ","ATL","1730","DCA","1915","DL298","757","FJY",0,"","1:45","J"
"","06-Jun"," 2     ","ATL","1730","DCA","1916","DL298","738","FJY",0,"","1:46","J"
"08-Jun","","1234567","ATL","1730","DCA","1917","DL1673","M88","FY",0,"","1:47","J"
"10-Jun","01-Jul","  3  6 ","ATL","1830","DCA","2020","DL4736*","CRJ","Y",0,"","1:50","J"
"02-Jul","09-Jul"," 2 45 7","ATL","1830","DCA","2020","DL605","M88","FY",0,"","1:50","J"
"03-Jul","08-Jul","1 3  6 ","ATL","1830","DCA","2020","DL4736*","CRJ","Y",0,"","1:50","J"
"10-Jul","","12 45 7","ATL","1830","DCA","2020","DL605","M88","FY",0,"","1:50","J"
"12-Jul","","  3  6 ","ATL","1830","DCA","2020","DL4736*","CRJ","Y",0,"","1:50","J"
"","07-Jun"," 23    ","ATL","1830","DCA","2024","DL776","M88","FY",0,"","1:54","J"
"08-Jun","30-Jun","12 45 7","ATL","1830","DCA","2025","DL605","M88","FY",0,"","1:55","J"
"","07-Jun","  3    ","ATL","1912","IAD","2100","DL373","M88","FY",0,"","1:48","J"
"08-Jun","16-Jun","12345 7","ATL","1915","IAD","2105","DL373","738","FY",0,"","1:50","J"
"19-Jun","28-Jun","123 5  ","ATL","1915","IAD","2105","DL373","738","FY",0,"","1:50","J"
"29-Jun","18-Jul","12345 7","ATL","1915","IAD","2105","DL373","738","FY",0,"","1:50","J"
"20-Jul","","12345 7","ATL","1915","IAD","2105","DL373","738","FY",0,"","1:50","J"
"08-Jun","","1234567","ATL","1930","DCA","2115","DL400","M88","FY",0,"","1:45","J"
"","06-Jun"," 2     ","ATL","1930","DCA","2135","DL4991*","CRJ","Y",0,"","2:05","J"
"","07-Jun"," 23    ","ATL","2030","DCA","2213","DL384","M88","FY",0,"","1:43","J"
"08-Jun","","1234567","ATL","2030","DCA","2214","DL494","M88","FY",0,"","1:44","J"
"","07-Jun"," 23    ","ATL","2130","DCA","2310","DL276","738","FJY",0,"","1:40","J"
"","07-Jun","  3    ","ATL","2130","IAD","2314","DL598","738","FY",0,"","1:44","J"
"","06-Jun"," 2     ","ATL","2130","IAD","2314","DL598","M88","FY",0,"","1:44","J"
"08-Jun","30-Jun","1234567","ATL","2130","DCA","2314","DL276","738","FJY",0,"","1:44","J"
"01-Jul","","1234567","ATL","2130","DCA","2314","DL1163","738","FY",0,"","1:44","J"
"08-Jun","","1234567","ATL","2130","IAD","2315","DL1276","738","FY",0,"","1:45","J"
"TO","West Palm Beach   (PBI)  (West Palm Beach International Airport)"
"08-Jun","","1234567","ATL","0755","PBI","0935","DL546","M88","FY",0,"","1:40","J"
"","07-Jun"," 23    ","ATL","0837","PBI","1017","DL560","757","FY",0,"","1:40","J"
"08-Jun","30-Jun","1234567","ATL","1014","PBI","1201","DL1198","M88","FY",0,"","1:47","J"
"01-Jul","","1234567","ATL","1019","PBI","1206","DL1198","M88","FY",0,"","1:47","J"
"","07-Jun"," 23    ","ATL","1020","PBI","1209","DL1202","M88","FY",0,"","1:49","J"
"","07-Jun"," 23    ","ATL","1213","PBI","1352","DL1785","752","Y",0,"","1:39","J"
"08-Jun","","12345 7","ATL","1213","PBI","1352","DL1664","757","FY",0,"","1:39","J"
"10-Jun","","     6 ","ATL","1213","PBI","1352","DL1664","M88","FY",0,"","1:39","J"
"08-Jun","","1234567","ATL","1340","PBI","1520","DL1193","M88","FY",0,"","1:40","J"
"","07-Jun"," 23    ","ATL","1518","PBI","1656","DL981","757","FY",0,"","1:38","J"
"01-Jul","","1234567","ATL","1545","PBI","1725","DL985","757","FY",0,"","1:40","J"
"08-Jun","30-Jun","1234567","ATL","1550","PBI","1730","DL985","757","FY",0,"","1:40","J"
"","07-Jun","  3    ","ATL","1710","PBI","1855","DL1218","738","FY",0,"","1:45","J"
"","06-Jun"," 2     ","ATL","1710","PBI","1855","DL1218","752","Y",0,"","1:45","J"
"08-Jun","","1234567","ATL","1731","PBI","1917","DL1208","757","FY",0,"","1:46","J"
"08-Jun","","1234567","ATL","1934","PBI","2115","DL937","738","FY",0,"","1:41","J"
"","07-Jun"," 23    ","ATL","1942","PBI","2125","DL937","757","FY",0,"","1:43","J"
"08-Jun","02-Jul","12345 7","ATL","2115","PBI","2256","DL415","757","FY",0,"","1:41","J"
"04-Jul","","12345 7","ATL","2115","PBI","2256","DL415","757","FY",0,"","1:41","J"
"","07-Jun"," 23    ","ATL","2130","PBI","2310","DL539","757","FY",0,"","1:40","J"
"TO","Westchester County   (HPN)  (Westchester County Airport)"
"08-Jun","02-Jul","12345 7","ATL","0901","HPN","1129","DL4655*","CR2","Y",0,"","2:28","J"
"05-Jul","","12345 7","ATL","0901","HPN","1129","DL4655*","CR2","Y",0,"","2:28","J"
"","07-Jun"," 23    ","ATL","0904","HPN","1129","DL4655*","CR2","Y",0,"","2:25","J"
"","07-Jun"," 23    ","ATL","1138","HPN","1400","DL4159*","CR2","Y",0,"","2:22","J"
"08-Jun","30-Jun","1234567","ATL","1143","HPN","1401","DL5401*","CRJ","Y",0,"","2:18","J"
"01-Jul","","1234567","ATL","1145","HPN","1403","DL5034*","CRJ","Y",0,"","2:18","J"
"","07-Jun"," 23    ","ATL","1408","HPN","1630","DL4429*","CRJ","Y",0,"","2:22","J"
"08-Jun","30-Jun","1234567","ATL","1408","HPN","1630","DL4580*","CRJ","Y",0,"","2:22","J"
"01-Jul","","1234567","ATL","1408","HPN","1630","DL4914*","CRJ","Y",0,"","2:22","J"
"08-Jun","02-Jul","12345 7","ATL","1608","HPN","1830","DL4549*","CR2","Y",0,"","2:22","J"
"05-Jul","","12345 7","ATL","1608","HPN","1830","DL4549*","CR2","Y",0,"","2:22","J"
"","07-Jun"," 23    ","ATL","1612","HPN","1834","DL4549*","CR2","Y",0,"","2:22","J"
"","07-Jun"," 23    ","ATL","1829","HPN","2052","DL4158*","CR7","Y",0,"","2:23","J"
"08-Jun","","1234567","ATL","1836","HPN","2056","DL4158*","CR7","Y",0,"","2:20","J"
"TO","Wichita   (ICT)  (Mid-Continent Airport)"
"08-Jun","","1234567","ATL","0845","ICT","1000","DL4681*","CRJ","Y",0,"","2:15","J"
"","07-Jun"," 23    ","ATL","0906","ICT","1021","DL4419*","CRJ","Y",0,"","2:15","J"
"08-Jun","","1234567","ATL","1050","ICT","1204","DL4821*","CRJ","Y",0,"","2:14","J"
"","07-Jun"," 23    ","ATL","1100","ICT","1214","DL4846*","CRJ","Y",0,"","2:14","J"
"05-Jul","","1234567","ATL","1200","ICT","1315","DL4571*","CRJ","Y",0,"","2:15","J"
"08-Jun","","1234567","ATL","1424","ICT","1535","DL4177*","CRJ","Y",0,"","2:11","J"
"","07-Jun","  3    ","ATL","1700","ICT","1815","DL4840*","CRJ","Y",0,"","2:15","J"
"08-Jun","","12345 7","ATL","1703","ICT","1818","DL4840*","CRJ","Y",0,"","2:15","J"
"06-Jun","30-Jun","1234567","ATL","2030","ICT","2146","DL4824*","CRJ","Y",0,"","2:16","J"
"01-Jul","","1234567","ATL","2040","ICT","2156","DL4824*","CRJ","Y",0,"","2:16","J"
"TO","Wilkes-Barre   (AVP)  (Wilkes-Barre International Airport)"
"01-Jul","","1234567","ATL","0929","AVP","1137","DL4614*","CRJ","Y",0,"","2:08","J"
"08-Jun","30-Jun","1234567","ATL","0930","AVP","1138","DL4614*","CRJ","Y",0,"","2:08","J"
"","07-Jun","  3    ","ATL","0932","AVP","1140","DL4614*","CRJ","Y",0,"","2:08","J"
"","06-Jun"," 2     ","ATL","1102","AVP","1307","DL4614*","CRJ","Y",0,"","2:05","J"
"07-Jun","28-Jun","12345 7","ATL","1440","AVP","1645","DL4310*","CRJ","Y",0,"","2:05","J"
"29-Jun","09-Jul","  345 7","ATL","1440","AVP","1645","DL5496*","CRJ","Y",0,"","2:05","J"
"10-Jul","","12345 7","ATL","1440","AVP","1645","DL5496*","CRJ","Y",0,"","2:05","J"
"","07-Jun"," 23    ","ATL","1844","AVP","2049","DL4311*","CRJ","Y",0,"","2:05","J"
"08-Jun","30-Jun","1234567","ATL","1844","AVP","2049","DL5764*","CRJ","Y",0,"","2:05","J"
"01-Jul","","1234567","ATL","1844","AVP","2049","DL5334*","CRJ","Y",0,"","2:05","J"
"TO","Wilmington   (ILG)  (Greater Wilmington Airport)"
"29-Jun","","1234567","ATL","1320","ILG","1520","DL4807*","CR2","Y",0,"","2:00","J"
"29-Jun","","1234567","ATL","1840","ILG","2041","DL4808*","CR2","Y",0,"","2:01","J"
"TO","Wilmington   (ILM)  (New Hanover County Airport)"
"","07-Jun"," 23    ","ATL","0925","ILM","1050","DL4453*","CRJ","Y",0,"","1:25","J"
"01-Jul","","1234567","ATL","0925","ILM","1050","DL4607*","CRJ","Y",0,"","1:25","J"
"08-Jun","30-Jun","1234567","ATL","0932","ILM","1057","DL4607*","CRJ","Y",0,"","1:25","J"
"08-Jun","30-Jun","1234567","ATL","1110","ILM","1230","DL4427*","CRJ","Y",0,"","1:20","J"
"01-Jul","","1234567","ATL","1115","ILM","1235","DL4427*","CRJ","Y",0,"","1:20","J"
"","07-Jun"," 23    ","ATL","1125","ILM","1244","DL4427*","CRJ","Y",0,"","1:19","J"
"","07-Jun"," 23    ","ATL","1316","ILM","1434","DL4428*","CRJ","Y",0,"","1:18","J"
"08-Jun","30-Jun","1234567","ATL","1320","ILM","1440","DL4428*","CRJ","Y",0,"","1:20","J"
"01-Jul","","1234567","ATL","1320","ILM","1440","DL4925*","CRJ","Y",0,"","1:20","J"
"08-Jun","02-Jul","12345 7","ATL","1707","ILM","1830","DL4425*","CRJ","Y",0,"","1:23","J"
"05-Jul","","12345 7","ATL","1707","ILM","1830","DL4425*","CRJ","Y",0,"","1:23","J"
"","07-Jun","  3    ","ATL","1709","ILM","1832","DL4425*","CRJ","Y",0,"","1:23","J"
"10-Jun","01-Jul","     6 ","ATL","2131","ILM","2249","DL4426*","CRJ","Y",0,"","1:18","J"
"03-Jul","08-Jul","1    6 ","ATL","2131","ILM","2249","DL4426*","CRJ","Y",0,"","1:18","J"
"15-Jul","","     6 ","ATL","2131","ILM","2249","DL4426*","CRJ","Y",0,"","1:18","J"
"08-Jun","02-Jul","12345 7","ATL","2231","ILM","2349","DL4426*","CRJ","Y",0,"","1:18","J"
"04-Jul","","12345 7","ATL","2231","ILM","2349","DL4426*","CRJ","Y",0,"","1:18","J"
"","07-Jun"," 23    ","ATL","2250","ILM","0008+1","DL4426*","CRJ","Y",0,"","1:18","J"
"TO","Zurich   (ZRH)  (Zurich Airport)"
"06-Jun","","1234567","ATL","1650","ZRH","0755+1","DL66","767","JY",0,"","9:05","J"
""
""
"FROM","Atlantic City (AIY)"
"TO","Appleton   (ATW)  (Outagamie County Airport)"
"08-Jun","30-Jun","12345 7","ACY","1805","ATW","2113","DL5455*","CR2","Y",1,"CVG","4:08","J"
"02-Jul","09-Jul"," 2345 7","ACY","1805","ATW","2118","DL5455*","CR2","Y",1,"CVG","4:13","J"
"10-Jul","","12345 7","ACY","1805","ATW","2118","DL5455*","CR2","Y",1,"CVG","4:13","J"
"TO","Atlanta   (ATL)  (Hartsfield-Jackson Atlanta International Airport)"
"09-Jun","29-Jun","1234567","ACY","0630","ATL","0832","DL4472*","CR2","Y",0,"","2:02","J"
"30-Jun","","1234567","ACY","0630","ATL","0832","DL4472*","CRJ","Y",0,"","2:02","J"
